property_id,neighborhood,zip_code,distance_to_downtown_km,distance_to_school_km,distance_to_metro_km,property_type,year_built,property_age,lot_size_sqft,living_area_sqft,num_bedrooms,num_bathrooms,num_floors,num_rooms,overall_quality,overall_condition,has_garage,garage_size_cars,has_basement,basement_sqft,has_pool,has_fireplace,num_fireplaces,central_air,heating_type,roof_style,exterior_material,years_since_remodel,kitchen_quality,months_since_last_sale,sale_season,sale_type,school_rating,crime_rate_per_1000,sale_price
30377,Suburb_West,10009,27.7,3.2,5.4,Multi-family,1933.0,91,50701,918,2,2.5,2,5,6,4,1,0.0,0,0.0,0,0,0,Yes,Electric,Gable,Stucco,,Average,16,Fall,Normal,4.2,4.5,26499.85
30378,Suburb_West,10001,7.7,4.1,6.5,Multi-family,1982.0,42,16084,2348,2,3.5,1,5,7,5,1,1.0,1,551.0,0,0,0,Yes,Electric,Hip,Brick,0.0,Fair,206,Winter,Foreclosure,6.9,8.2,156233.37
30379,Suburb_West,10018,5.7,3.4,3.5,Multi-family,2023.0,1,5079,1654,3,1.5,3,6,2,8,1,1.0,1,1092.0,0,1,1,Yes,Gas,Hip,Wood,24.0,Good,105,Winter,Normal,6.9,0.9,102116.07
30380,Suburb_North,10014,9.7,1.9,5.9,Single Family,2005.0,19,5645,2498,5,1.0,2,8,9,8,1,,0,0.0,0,1,2,Yes,Gas,Gable,Wood,4.0,Average,85,Summer,Normal,8.8,1.9,454461.58
30381,Rural,10004,16.1,3.2,5.7,single family,1996.0,28,10263,2203,5,2.0,3,8,8,7,1,1.0,0,0.0,0,1,1,No,Other,Gable,Vinyl,38.0,Good,9,Fall,Normal,4.3,4.6,244764.64
30382,Downtown,10014,14.5,5.1,8.0,Single Family,1972.0,52,6614,1008,2,3.0,1,3,10,6,1,1.0,0,0.0,0,0,0,Yes,Oil,Hip,Wood,2.0,Good,169,Fall,Normal,8.0,1.1,140629.97
30383,Downtown,10005,2.4,1.6,3.8,Townhouse,1919.0,105,11058,4644,2,2.0,1,4,5,5,1,1.0,0,0.0,0,1,1,Yes,Electric,Hip,Brick,11.0,Average,31,Fall,Normal,5.7,4.9,136415.34
30384,Suburb_West,10016,16.9,1.2,12.9,Single Family,1979.0,45,4979,1242,4,2.5,1,6,7,7,1,3.0,0,0.0,1,0,0,Yes,Oil,Hip,Brick,22.0,Good,96,Summer,Normal,8.5,3.9,167325.05
30385,Suburb_East,10009,9.3,3.2,2.7,Single Family,1990.0,34,4222,1276,3,2.5,2,5,1,5,1,1.0,0,0.0,0,0,0,Yes,Electric,Gable,Wood,18.0,Average,29,Winter,New,6.9,3.5,14338.77
30386,Downtown,10006,4.3,8.0,5.9,Townhouse,2018.0,6,13533,2359,3,1.5,2,5,5,8,1,2.0,0,,0,0,0,yes,Electric,Hip,Vinyl,24.0,Good,6,Fall,Short Sale,7.1,2.1,283476.93
30387,downtown,10005,12.9,1.5,2.5,Condo,2023.0,1,8458,1039,4,2.0,1,7,7,6,0,0.0,1,116.0,0,1,1,yes,Gas,Gable,Vinyl,17.0,Average,53,Winter,Normal,10.0,8.4,157212.0
30388,Suburb_North,10018,2.7,2.3,2.9,Single Family,1974.0,50,10405,1784,4,2.0,2,5,7,1,0,0.0,0,0.0,0,1,1,Yes,Electric,Flat,Vinyl,9.0,Good,79,Winter,Normal,9.0,3.0,26766.73
30389,Suburb_West,10009,8.7,3.1,8.0,Single Family,2004.0,20,7795,2565,3,2.0,3,6,7,5,1,0.0,1,1910.0,0,1,1,Yes,Gas,Flat,Vinyl,1.0,Fair,12,Fall,New,10.0,3.8,251445.87
30390,Suburb_North,10013,1.0,1.9,2.5,Single Family,2021.0,3,8814,1622,4,1.5,2,5,8,3,1,0.0,0,0.0,1,0,0,Yes,Gas,Gable,Vinyl,22.0,Excellent,215,Winter,Normal,6.6,11.3,819943.0195485136
30391,Suburb_East,10013,4.5,8.0,8.1,Single Family,1971.0,53,9780,1210,3,4.0,2,6,9,4,1,1.0,0,0.0,0,1,1,Yes,Electric,Gable,Wood,16.0,Fair,21,Spring,Normal,9.5,2.9,110134.68
30392,Suburb_West,10019,12.3,1.9,3.4,Single Family,1979.0,45,12991,1545,3,2.5,2,4,8,6,1,0.0,1,1130.0,0,0,0,Yes,Gas,Gable,Wood,14.0,Good,10,Summer,Normal,6.0,5.5,178782.99
30393,Downtown,10002,2.8,5.3,11.7,Condo,2019.0,5,7017,2536,5,1.5,3,7,7,9,1,2.0,0,0.0,0,0,0,Yes,Oil,Gable,Stucco,24.0,Average,17,Fall,Normal,7.4,2.4,558850.0
30394,Suburb_West,10005,5.8,2.4,2.1,Single Family,1981.0,43,11414,2412,4,3.0,2,7,5,8,1,1.0,1,1161.0,0,1,1,Yes,Gas,Gable,Stone,38.0,Average,19,Winter,Normal,6.0,13.2,454435.20926482463
30395,Suburb_North,10006,3.0,4.6,5.0,Single Family,,16,17951,1629,3,2.5,1,5,9,7,1,2.0,0,0.0,0,1,1,Yes,Electric,Hip,Brick,0.0,Good,22,Spring,Normal,4.1,6.8,328073.61
30396,Suburb_East,10010,12.5,1.8,3.4,Condo,2010.0,14,6977,1602,2,1.5,2,3,9,2,1,1.0,1,539.0,0,0,0,Yes,Electric,Gable,Wood,16.0,Average,9,Spring,Normal,9.3,15.5,101972.43
30397,Rural,10001,11.9,2.8,4.4,Single Family,1983.0,41,3137,1763,3,3.5,3,5,8,5,1,0.0,0,0.0,0,0,0,Yes,Oil,Gable,Vinyl,4.0,Excellent,131,Summer,Normal,7.6,7.8,127792.98
30398,Suburb_North,10009,9.6,0.9,6.0,Single Family,,38,6145,974,3,1.5,2,5,7,6,1,1.0,1,,0,0,0,No,Oil,Hip,Brick,,Good,12,Fall,Normal,4.5,10.7,124253.35
30399,Suburb_West,10005,8.0,3.7,1.1,Single Family,1912.0,112,6623,2192,4,3.0,1,7,7,8,1,,0,0.0,0,0,0,Yes,Gas,Flat,Stucco,21.0,Good,23,Winter,Normal,4.8,7.3,138047.44
30400,Suburb_West,10000,29.8,5.7,4.4,Multi-family,2003.0,21,7579,1921,3,2.5,1,6,2,8,1,3.0,1,,1,0,0,Yes,Gas,Gable,Brick,0.0,Good,37,Summer,Normal,3.1,2.3,95798.93
30401,Suburb_North,10003,6.7,3.0,3.9,Single Family,1980.0,44,9793,1136,4,2.5,2,5,4,6,1,2.0,1,434.0,1,0,0,No,Gas,Gable,Wood,6.0,Good,10,Summer,Normal,4.3,3.5,72642.99
30402,Suburb_West,10001,0.7,1.2,1.2,Single Family,2012.0,12,15031,1644,6,1.0,2,7,7,10,1,2.0,1,662.0,1,0,0,Yes,Gas,Gable,Brick,15.0,Average,38,Fall,Normal,5.8,7.5,412077.41
30403,Suburb_North,10003,4.5,1.4,3.9,Single Family,2004.0,20,5135,901,4,3.0,2,5,4,6,0,0.0,0,,0,1,1,Yes,Gas,Hip,Brick,2.0,Average,81,Summer,New,6.0,6.0,61523.02
30404,Suburb_South,10017,1.6,1.6,2.4,Single Family,2003.0,21,6571,1582,3,1.5,1,5,6,7,1,0.0,1,717.0,0,1,2,No,Gas,Flat,Brick,14.0,Good,21,Summer,Normal,8.6,1.8,210425.52
30405,Suburb_West,10012,2.8,3.8,2.0,Townhouse,1996.0,28,7362,7163,2,3.0,2,5,5,6,1,2.0,1,124.0,0,0,0,Yes,Gas,Hip,Stucco,41.0,Good,147,Fall,Normal,6.3,10.4,99425.49
30406,Downtown,10006,2.3,3.4,4.3,Townhouse,1948.0,76,7377,2314,4,2.5,2,7,6,8,1,1.0,1,1390.0,0,1,1,Yes,Gas,Flat,Wood,13.0,Average,64,Spring,Normal,,11.7,204057.99
30407,Suburb_East,10018,2.5,3.2,6.9,Multi-family,1995.0,29,8998,2497,4,2.0,1,5,7,6,1,2.0,0,0.0,1,1,1,N,Gas,Gable,Wood,,Excellent,16,Spring,Normal,4.7,6.9,302710.61
30408,Suburb_South,10011,15.9,4.2,4.3,Townhouse,1973.0,51,11574,2438,4,3.0,1,5,2,4,1,2.0,0,0.0,0,1,1,Yes,Oil,Gable,Brick,13.0,Average,65,Winter,New,,5.6,46714.42
30409,downtown,10007,8.6,2.6,3.3,Single Family,1997.0,27,3161,2069,4,1.5,3,7,7,5,1,2.0,1,531.0,0,0,0,Yes,Electric,Hip,Brick,2.0,Excellent,34,Winter,Normal,8.9,4.9,199470.68
30410,Suburb_East,10000,2.0,4.2,11.1,Condo,1974.0,50,4850,5651,2,1.0,3,4,10,4,1,0.0,1,2975.0,1,0,0,Yes,Gas,Gable,Stucco,13.0,Good,17,Winter,Normal,6.6,2.2,487871.47
30411,Suburb_North,10013,19.8,5.6,2.9,Single Family,1971.0,53,6319,1896,2,2.0,2,5,7,7,1,2.0,1,670.0,0,1,2,Yes,Electric,Gable,Wood,25.0,Excellent,55,Spring,Normal,3.7,2.7,188955.5
30412,Downtown,10000,11.3,11.1,0.8,Single Family,1983.0,41,4630,2735,3,2.5,2,6,7,7,0,0.0,0,0.0,0,1,1,Yes,Gas,Hip,Vinyl,1.0,Poor,234,Fall,Normal,8.2,5.3,314684.59
30413,Suburb_West,10011,4.4,1.5,12.7,Single Family,1976.0,48,22733,2408,4,1.0,1,5,4,8,1,3.0,1,1213.0,0,1,1,Yes,Gas,Flat,Vinyl,0.0,Excellent,40,Fall,Normal,6.9,0.9,189830.24
30414,Suburb_North,10000,3.0,12.9,5.5,Single Family,1934.0,90,3544,2330,3,2.5,2,5,7,3,1,2.0,0,0.0,1,0,0,Yes,Electric,Hip,Vinyl,20.0,Average,20,Winter,Normal,8.6,7.0,79135.89
30415,Suburb_North,10006,3.8,3.4,3.7,Single Family,2019.0,5,3003,2246,3,2.0,2,5,4,4,1,2.0,0,0.0,0,1,2,Yes,Gas,Gable,Vinyl,13.0,Fair,66,Winter,Normal,,2.4,123614.42
30416,Downtown,10003,9.7,1.6,2.7,Condo,,21,18218,1342,4,2.0,1,5,8,8,1,1.0,1,658.0,0,1,1,Yes,Electric,Gable,Wood,,Average,9,Spring,Normal,3.7,5.0,360471.84
30417,Rural,10012,7.9,1.8,6.4,Single Family,1985.0,39,39697,2331,2,3.0,2,5,8,6,0,,1,1605.0,0,0,0,No,Electric,Gable,Stucco,,Good,4,Summer,Normal,6.1,7.8,175182.5
30418,Suburb_South,10001,7.3,1.1,3.7,Single Family,,43,4191,3594,5,3.5,1,7,5,2,1,,1,2283.0,0,0,0,Yes,Gas,Gable,Brick,3.0,Fair,41,Fall,Normal,7.4,3.7,70198.1
30419,Suburb_North,10017,4.8,2.2,4.2,Single Family,,48,1929,2731,4,3.5,1,6,7,5,0,0.0,0,0.0,1,0,0,Yes,Gas,Hip,Brick,6.0,Fair,162,Fall,New,6.2,2.0,216774.96
30420,Suburb_East,10012,12.9,2.7,5.4,Townhouse,1995.0,29,6703,4396,3,2.0,3,6,7,8,1,2.0,1,59.0,0,0,0,Yes,Electric,Gable,Vinyl,2.0,Average,62,Spring,Normal,7.2,5.3,757999.26
30421,Suburb_South,10012,8.5,2.5,1.3,Single Family,2002.0,22,11932,1357,4,2.0,2,6,6,6,0,0.0,1,807.0,0,0,0,Yes,Oil,Gable,Brick,17.0,Average,9,Spring,Normal,,3.1,135880.41
30422,Suburb_North,10014,12.8,3.4,3.2,Multi-family,1983.0,41,19568,1785,4,1.0,2,7,7,10,1,0.0,0,,0,0,0,Yes,Electric,Gable,Brick,21.0,Excellent,28,Summer,Normal,8.2,2.2,277740.37
30423,suburban,10015,15.4,3.6,3.1,Single Family,1975.0,49,5653,1714,5,3.5,1,6,5,4,0,,1,426.0,1,0,0,No,Electric,Hip,Vinyl,3.0,Excellent,176,Fall,Normal,7.6,10.0,102309.79
30424,Suburb_East,10013,11.7,4.0,4.7,Single Family,,56,8200,1948,5,2.5,1,6,9,6,1,2.0,0,0.0,0,1,1,Yes,Electric,Gable,Brick,,Average,26,Spring,Short Sale,9.6,9.4,264194.51
30425,Suburb_West,10000,18.6,2.5,5.5,Single Family,1930.0,94,6971,1762,3,3.0,2,6,5,7,1,3.0,1,511.0,0,1,2,Yes,Gas,Gable,Brick,11.0,Poor,59,Summer,Normal,6.1,5.2,100911.4
30426,Suburb_East,10016,50.0,4.0,4.6,Townhouse,2023.0,1,16868,1881,3,1.0,2,4,7,7,1,,1,14.0,0,0,0,Yes,Gas,Gable,Brick,10.0,Average,178,Fall,Normal,,1.9,376067.98
30427,Suburb_North,10000,8.8,1.5,4.5,Condo,1985.0,39,4634,1816,4,3.5,1,6,6,6,1,0.0,1,1225.0,0,0,0,Yes,Gas,Gable,Vinyl,1.0,Good,31,Spring,Normal,2.5,2.5,189235.94
30428,Suburb_South,10018,9.7,3.7,4.9,Single Family,1986.0,38,1674,1907,3,1.0,2,6,1,6,1,1.0,0,0.0,0,1,1,Yes,Electric,Gable,Wood,7.0,Fair,16,Summer,Normal,10.0,8.8,27497.11
30429,Suburb_West,10013,10.9,1.9,13.3,Single Family,1995.0,29,19857,2681,4,2.0,2,6,7,5,1,0.0,0,,0,0,0,Yes,Gas,Gable,Vinyl,24.0,Good,1,Winter,Foreclosure,6.0,3.6,231557.64
30430,Suburb_North,10010,6.9,4.2,8.8,Multi-family,1951.0,73,10578,968,4,2.0,2,7,8,7,1,,1,525.0,0,0,0,No,Oil,Gable,Brick,25.0,Average,68,Summer,Foreclosure,6.1,2.7,85442.94
30431,Suburb_West,10008,8.5,3.3,6.0,Single Family,1964.0,60,21152,1341,2,2.0,2,5,7,6,1,3.0,0,0.0,0,1,2,Yes,Gas,Hip,Stone,16.0,Good,41,Fall,Foreclosure,3.9,3.9,127068.11
30432,Suburb_South,10007,8.9,3.3,11.1,Townhouse,,1,5319,2948,1,1.0,2,4,8,6,1,2.0,1,1881.0,0,0,0,Yes,Electric,Gable,Brick,19.0,Fair,68,Summer,Normal,9.7,5.0,373151.49
30433,Suburb_East,10007,4.3,1.8,25.0,Single Family,1998.0,26,1988,1573,3,1.5,2,5,5,6,1,2.0,0,0.0,0,1,3,Yes,Gas,Gable,Brick,50.0,Average,134,Winter,Normal,6.4,11.3,140672.89
30434,Suburb_West,10001,35.9,8.6,3.7,Townhouse,2004.0,20,6116,1786,1,1.5,1,3,8,3,1,0.0,1,,1,0,0,No,Gas,Flat,Wood,13.0,Average,46,Summer,Normal,8.5,9.3,117879.58
30435,Downtown,10013,5.6,2.2,8.3,Single Family,1959.0,65,57025,785,4,1.0,1,5,1,6,1,2.0,1,584.0,0,1,1,Yes,Oil,Flat,Vinyl,6.0,Average,8,Fall,Normal,10.0,5.5,12531.13
30436,Suburb_North,10014,2.6,4.8,3.6,Single Family,1988.0,36,6078,1280,3,2.0,2,4,6,8,1,0.0,1,295.0,0,0,0,Yes,Electric,Hip,Vinyl,4.0,Good,88,Fall,Normal,7.5,2.0,136716.73
30437,Suburb_East,10015,6.2,1.8,8.5,Single Family,1998.0,26,10030,2161,3,2.5,2,4,7,7,1,0.0,1,,0,1,1,Yes,Gas,Flat,Vinyl,31.0,Good,78,Fall,Normal,4.5,6.4,254367.51
30438,Suburb_West,10000,8.4,16.0,7.4,Single Family,1976.0,48,6575,2107,3,2.0,2,4,7,2,0,,1,,0,0,0,Yes,Gas,Gable,Wood,1.0,Excellent,36,Fall,Normal,5.5,2.5,60725.67
30439,Suburb_East,10005,9.6,3.7,2.1,Single Family,2012.0,12,6034,1526,3,3.5,2,4,1,9,1,2.0,1,585.0,0,0,0,Yes,Gas,Mansard,Vinyl,28.0,Average,131,Fall,New,6.7,4.8,39106.6
30440,Downtown,10007,8.8,2.9,7.6,Single Family,1975.0,49,9374,6093,2,2.0,2,5,6,2,1,0.0,0,0.0,0,1,1,Yes,Other,Flat,Stone,4.0,Fair,1,Winter,Normal,6.9,4.8,31137.8
30441,Suburb_East,10006,10.0,2.9,1.9,Townhouse,2006.0,18,3369,1444,5,1.5,2,7,7,5,1,2.0,1,607.0,0,0,0,Yes,Gas,Gable,Wood,24.0,Average,92,Summer,Normal,6.1,3.2,258285.47
30442,Suburb_South,10001,5.2,2.1,7.3,Single Family,,40,6572,2135,3,1.5,1,6,6,6,0,0.0,1,224.0,0,0,0,Yes,Oil,Gable,Brick,8.0,Good,3,Fall,Normal,6.2,9.2,176833.41
30443,Suburb_West,10013,16.9,3.8,4.8,Single Family,2007.0,17,14661,849,5,4.0,2,8,5,4,0,0.0,1,404.0,0,1,1,Yes,Oil,Gable,Vinyl,6.0,Fair,50,Spring,New,6.4,6.3,67699.96
30444,Suburb_North,10004,11.8,2.6,3.4,Multi-family,1991.0,33,8284,2638,4,3.0,2,6,4,2,1,2.0,1,1176.0,1,0,0,Yes,Oil,Flat,Wood,11.0,Average,196,Spring,Short Sale,7.7,1.5,50887.91
30445,Rural,10009,4.6,4.9,12.3,Multi-family,2023.0,1,5297,1021,3,2.0,2,4,6,7,1,0.0,1,401.0,0,0,0,Yes,Electric,Hip,Brick,16.0,Average,32,Spring,Foreclosure,5.2,3.0,145064.13
30446,Suburb_North,10013,2.3,1.0,3.6,Townhouse,2003.0,21,51180,1426,3,3.0,2,5,10,5,1,1.0,1,948.0,0,0,0,Yes,Electric,Gable,Vinyl,23.0,Average,36,Spring,Normal,7.4,4.0,255761.56
30447,Suburb_East,10004,14.5,5.4,6.4,Townhouse,2007.0,17,5927,2196,5,1.5,3,6,1,6,1,2.0,1,1121.0,0,1,1,Yes,Gas,Hip,Vinyl,12.0,Average,94,Summer,Normal,10.0,1.7,42945.3
30448,Suburb_East,10018,3.5,0.7,10.3,Multi-family,,29,28211,2367,4,2.5,2,7,6,6,1,2.0,1,419.0,0,1,2,Yes,Gas,Hip,Brick,1.0,Average,29,Spring,New,8.6,5.1,214029.4
30449,Suburb_West,10019,6.7,5.1,3.7,Townhouse,1956.0,68,2348,1442,3,3.0,1,4,3,6,0,,1,1136.0,0,0,0,Yes,Gas,Gable,Vinyl,22.0,Average,7,Fall,Normal,8.1,3.1,40192.08
30450,Suburb_East,10004,14.2,2.0,9.3,Single Family,1978.0,46,21747,1073,6,3.0,1,7,8,7,1,,0,0.0,0,0,0,Yes,Gas,Gable,Brick,7.0,Good,23,Winter,Foreclosure,8.1,3.5,195695.36
30451,Rural,10006,29.1,1.7,2.0,Townhouse,1954.0,70,2847,1788,5,1.0,1,7,5,5,1,2.0,0,,0,1,1,Yes,Gas,Gable,Brick,3.0,Fair,39,Fall,New,8.0,4.0,65833.9
30452,Suburb_West,10003,5.9,0.6,12.3,Single Family,2013.0,11,2359,1150,3,3.5,3,6,9,3,1,2.0,0,0.0,0,0,0,Yes,Gas,Gable,Brick,2.0,Good,61,Spring,Foreclosure,7.7,8.1,125218.92
30453,Downtown,10015,0.6,2.3,19.4,Single Family,2012.0,12,3902,1170,3,1.5,1,4,7,5,1,2.0,1,187.0,0,0,0,Yes,Gas,Hip,Brick,17.0,Good,46,Winter,Normal,6.5,7.7,167684.5
30454,Rural,10010,3.6,4.6,2.3,Single Family,,57,4945,1299,3,2.0,3,4,7,8,1,2.0,1,581.0,0,1,1,Yes,Gas,Gable,Wood,2.0,Average,43,Winter,Short Sale,3.8,0.8,107083.01
30455,Downtown,10010,3.6,2.6,1.6,Single Family,2011.0,13,7444,2334,2,2.5,2,4,7,7,1,2.0,1,1532.0,1,0,0,Yes,Gas,Hip,Vinyl,,Fair,11,Winter,Normal,10.0,4.0,414544.19
30456,Suburb_North,10013,12.3,2.7,2.1,Condo,1996.0,28,5238,1307,4,2.0,1,5,3,7,1,1.0,1,58.0,0,0,0,Yes,Gas,Hip,Wood,49.0,Average,50,Spring,Normal,5.5,3.6,78589.62
30457,Downtown,10019,8.0,1.4,3.7,Townhouse,2023.0,1,7786,1368,2,2.0,1,5,6,4,1,1.0,1,1017.0,1,1,1,Yes,Gas,Gable,Vinyl,0.0,Average,17,Summer,Normal,5.2,1.9,157944.82
30458,Suburb_South,10004,10.7,1.9,3.2,Single Family,1993.0,31,7906,1796,2,1.5,1,4,3,4,1,1.0,1,1284.0,0,0,0,Yes,Gas,Gable,Vinyl,13.0,Average,33,Summer,Normal,9.3,33.6,64870.72
30459,Suburb_North,10008,3.4,2.8,4.3,Condo,1942.0,82,7472,1325,4,4.0,1,6,8,6,0,0.0,0,0.0,0,0,0,Yes,Gas,Hip,Vinyl,5.0,Average,136,Winter,Normal,7.5,0.9,119252.62
30460,Suburb_North,10005,6.6,2.8,3.6,Single Family,1981.0,43,9445,1353,4,1.5,2,6,10,8,0,,0,0.0,1,0,0,Yes,Gas,Hip,Brick,16.0,Fair,136,Fall,Normal,5.7,3.2,285267.61
30461,Suburb_West,10012,7.6,6.3,2.0,Single Family,1973.0,51,6058,3130,6,2.5,1,8,2,7,1,,1,1868.0,0,1,1,Yes,Gas,Gable,Brick,15.0,Average,25,Winter,Normal,4.3,4.6,120106.59
30462,Downtown,10000,18.0,3.7,2.2,Single Family,1977.0,47,8227,1070,3,2.0,1,5,7,5,1,2.0,0,0.0,0,0,0,Yes,Oil,Gable,Stucco,10.0,Good,46,Winter,Normal,4.5,1.6,118565.07
30463,Downtown,10004,4.7,3.1,3.7,Single Family,1976.0,48,9334,2023,3,3.5,1,6,6,6,0,,1,667.0,0,1,1,Yes,Gas,Hip,Stucco,50.0,Fair,37,Fall,New,3.3,5.6,196209.43
30464,Suburb_South,10011,21.6,3.7,1.3,Single Family,,57,4880,1784,5,1.5,2,7,8,9,1,,1,,0,0,0,No,Gas,Flat,Brick,50.0,Average,69,Spring,Foreclosure,8.7,4.2,314576.09
30465,Suburb_East,10001,5.6,3.4,3.8,Townhouse,,12,4634,3328,3,3.5,2,6,4,5,1,1.0,1,908.0,0,0,0,Yes,Electric,Hip,Stucco,,Average,50,Summer,Normal,9.7,13.0,170041.09
30466,Downtown,10006,20.5,5.0,2.4,Townhouse,2008.0,16,8083,2550,4,1.5,1,6,4,3,1,2.0,0,0.0,0,0,0,Yes,Electric,Hip,Stucco,17.0,Fair,66,Fall,Foreclosure,8.2,8.3,111254.46
30467,Suburb_North,10000,4.8,1.6,2.2,Condo,2023.0,1,4170,3051,3,1.0,1,5,6,5,1,1.0,1,436.0,0,1,1,Yes,Gas,Gable,Wood,6.0,Fair,49,Winter,Normal,4.1,5.9,327823.91
30468,Suburb_East,10016,7.8,2.2,3.2,Townhouse,1954.0,70,9618,1982,3,1.5,1,4,7,6,1,1.0,1,901.0,0,1,1,No,Gas,Mansard,Vinyl,3.0,Average,128,Summer,Foreclosure,,2.9,145256.27
30469,Suburb_East,10014,8.6,2.9,2.4,Single Family,1947.0,77,7538,2516,4,1.0,2,6,4,6,0,0.0,1,841.0,0,1,1,Yes,Oil,Hip,Wood,4.0,Poor,43,Winter,Normal,8.1,3.2,98747.88
30470,Suburb_West,10016,10.8,4.1,7.1,Single Family,1956.0,68,17242,5048,3,2.0,1,5,9,4,1,2.0,0,0.0,0,0,0,Yes,Electric,Gable,Vinyl,9.0,Average,3,Winter,Normal,,2.6,243671.39
30471,Downtown,10018,7.2,1.4,7.2,Single Family,1984.0,40,13890,2891,2,3.5,3,3,10,7,1,0.0,1,1829.0,1,1,1,Yes,Gas,Hip,Vinyl,3.0,Average,86,Winter,Short Sale,3.6,4.4,810169.83
30472,Suburb_South,10002,14.6,5.9,1.7,Single Family,2020.0,4,7765,1467,3,2.0,1,5,9,6,1,2.0,1,598.0,0,1,2,Yes,Electric,Gable,Wood,16.0,Average,240,Fall,Normal,3.1,2.2,266908.77
30473,Suburb_East,10000,1.4,4.8,4.6,Condo,1963.0,61,4195,731,3,2.0,2,4,7,5,1,1.0,1,325.0,1,0,0,No,Gas,Hip,Brick,7.0,Good,10,Winter,Normal,6.4,10.2,49337.2
30474,Suburb_West,10012,2.5,2.3,1.1,Single Family,2011.0,13,17351,2948,2,3.0,2,4,5,7,0,0.0,1,,0,1,1,No,Gas,Hip,Vinyl,0.0,Fair,198,Fall,Normal,7.8,3.0,912330.2524392887
30475,Suburb_East,10018,4.3,3.2,4.2,Condo,1966.0,58,12354,1650,2,3.0,2,5,7,3,0,0.0,1,697.0,0,1,1,No,Electric,Mansard,Vinyl,4.0,Excellent,68,Spring,Normal,5.7,9.3,54339.87
30476,Suburb_North,10002,34.3,5.0,4.2,Single Family,2023.0,1,9428,2548,1,2.0,2,3,3,5,1,0.0,1,1206.0,0,1,1,Yes,Gas,Gable,Vinyl,16.0,Fair,23,Winter,Normal,8.8,2.5,114787.72
30477,Suburb_East,10006,28.9,1.4,2.8,Single Family,1926.0,98,12412,1392,3,2.0,2,6,8,7,0,0.0,1,,0,0,0,Yes,Gas,Gable,Brick,7.0,Good,21,Summer,Normal,7.5,2.3,87199.72
30478,Suburb_South,10019,4.4,2.0,1.8,Townhouse,2008.0,16,5559,4093,3,1.5,1,6,7,8,0,0.0,1,1639.0,0,0,0,Yes,Gas,Gable,Wood,2.0,Average,45,Fall,Normal,6.3,12.1,554985.6
30479,Suburb_East,10006,23.0,4.0,4.9,Single Family,2023.0,1,18948,2460,3,2.5,2,4,7,5,1,,0,0.0,0,1,1,Yes,Electric,Gable,Stone,8.0,Fair,7,Summer,Normal,5.0,6.6,235795.4
30480,Suburb_East,10013,9.0,1.5,2.9,Single Family,1964.0,60,8073,1876,5,3.0,1,8,8,8,1,2.0,1,568.0,0,0,0,Yes,Oil,Flat,Vinyl,,Average,30,Summer,Normal,8.6,4.5,216518.24
30481,Suburb_South,10005,10.5,2.0,6.6,Multi-family,2023.0,1,17792,1848,2,2.0,1,5,9,7,1,1.0,1,294.0,1,0,0,Yes,Gas,Gable,Brick,4.0,Good,20,Summer,Normal,8.0,24.0,456663.59
30482,Suburb_North,10016,28.8,1.6,4.7,Single Family,1982.0,42,3061,1555,4,1.5,3,7,9,5,1,1.0,1,,0,0,0,No,Gas,Hip,Vinyl,8.0,Average,83,Fall,Short Sale,7.8,6.5,207738.9
30483,Suburb_East,10013,11.5,3.8,4.5,Single Family,1958.0,66,3915,2777,4,2.0,3,7,5,6,1,2.0,0,0.0,0,0,0,Yes,Electric,Hip,Wood,7.0,Good,18,Spring,Normal,9.4,14.5,138500.27
30484,Suburb_West,10012,10.4,1.7,2.3,single family,1995.0,29,5209,1769,3,3.0,1,5,9,6,1,2.0,1,828.0,0,0,0,Yes,Gas,Gable,Stone,13.0,Good,2,Fall,Normal,3.4,2.9,321749.71
30485,Suburb_North,10011,6.0,1.5,4.1,Single Family,1938.0,86,6842,1169,3,2.5,2,5,8,7,0,,1,387.0,0,1,1,No,Gas,Hip,Brick,3.0,Average,17,Fall,Foreclosure,,2.6,133397.12
30486,Rural,10004,6.6,1.0,6.0,Townhouse,1965.0,59,12484,2254,2,2.5,1,3,4,5,0,0.0,1,1733.0,0,1,1,Yes,Oil,Hip,Wood,12.0,Good,14,Fall,Normal,7.3,1.8,56439.2
30487,Suburb_South,10008,25.4,1.1,6.3,Single Family,1983.0,41,13901,1194,3,2.0,1,5,5,4,1,1.0,0,0.0,1,1,1,No,Other,Gable,Vinyl,8.0,Average,32,Summer,Normal,6.6,6.6,71371.56
30488,suburban,10011,6.6,3.7,4.7,Condo,1962.0,62,3881,1313,2,2.0,1,5,7,5,1,2.0,1,582.0,0,1,1,No,Gas,Gable,Wood,38.0,Good,25,Summer,Normal,10.0,5.8,94506.97
30489,Suburb_West,10007,10.5,4.2,1.9,Condo,1972.0,52,8444,1871,4,1.5,1,5,3,3,1,0.0,1,542.0,0,1,1,Yes,Gas,Gable,Wood,3.0,Average,71,Fall,Normal,7.0,15.3,31629.51
30490,Suburb_West,10012,7.6,1.9,2.1,Single Family,1975.0,49,8931,4608,2,2.0,2,5,7,8,1,1.0,0,0.0,0,1,1,Yes,Gas,Gable,Wood,31.0,Average,62,Spring,Short Sale,4.8,5.4,288349.23
