customer_id,age,gender,state,city_tier,tenure_months,contract_type,payment_method,paperless_billing,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,avg_monthly_gb_download,customer_service_calls,late_payments,nps_score,satisfaction_score,churn
10367,45.0,Male,OH,Tier3,18.0,Month-to-Month,Credit Card,No,Yes,Yes,DSL,No internet,No,Yes,No,No,No,29.83,715.33,671.9648378932333,3,2,9.5,3.0,0
10368,46.0,Female,TX,Tier3,7.0,Month-to-Month,Electronic Check,No,Yes,No,No,Yes,No,Yes,No,Yes,No internet,33.18,491.0,9.1,4,2,6.6,4.0,0
10369,33.0,female,CA,Tier3,17.0,Month-to-Month,Mailed Check,Yes,Yes,No,No,No,Yes,No,Yes,No internet,Yes,24.92,533.09,7.6,2,3,5.9,4.1,0
10370,45.0,F,FL,tier1,17.0,One Year,Mailed Check,Yes,Yes,Yes,Cable,No,No internet,No,Yes,No,No,35.43,373.55,866.4,3,1,5.7,3.8,0
10371,52.0,Female,TX,Tier1,9.0,Month-to-Month,Credit Card,Yes,No,Yes,Fiber Optic,Yes,Yes,No internet,Yes,No,Yes,32.88,401.01,22.3,1,0,7.1,2.4,0
10372,66.0,Female,GA,Tier1,42.0,Month-to-Month,Electronic Check,No,Yes,No,Fiber Optic,No,Yes,No internet,Yes,Yes,Yes,33.35,1504.52,15.5,1,0,8.4,3.4,0
10373,59.0,M,MI,tier1,18.0,Month-to-Month,Bank Transfer,Yes,Yes,Yes,No,No,No,No internet,No,No,No internet,21.0,367.92,16.4,3,0,7.8,5.0,1
10374,77.0,Male,OH,Tier1,9.0,Two Year,Electronic Check,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,47.87,523.55,7.3,1,1,10.0,3.0,0
10375,33.0,Male,GA,Tier3,70.0,One Year,Credit Card,Yes,Yes,No,DSL,No internet,Yes,Yes,No internet,No,No,31.9,2269.02,18.0,1,0,8.0,2.8,0
10376,58.0,male,PA,Tier2,44.0,monthly,Electronic Check,No,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,37.06,1629.17,368.8,2,0,5.9,4.3,0
10377,47.0,female,CA,Tier1,72.0,One Year,Credit Card,Yes,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,41.36,3003.24,37.3,1,1,7.3,2.9,1
10378,77.0,female,NC,Tier1,28.0,Month-to-Month,Bank Transfer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No internet,Yes,Yes,142.54500916156184,983.39,1.8,0,1,8.8,2.6,1
10379,32.0,Female,PA,Tier2,11.0,Month-to-Month,Electronic Check,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No internet,Yes,Yes,48.28,347.1,10.4,1,1,6.1,2.8,0
10380,32.0,Male,MI,Tier3,7.0,One Year,Mailed Check,No,Yes,No,Fiber Optic,Yes,Yes,No,No,No internet,No internet,33.43,46.27,23.5,5,0,5.7,4.5,0
10381,36.0,Female,CA,Tier3,,One Year,Electronic Check,No,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,37.87,1076.32,2.1,2,0,9.3,3.3,0
10382,18.0,Male,CA,Tier2,72.0,One Year,Electronic Check,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet,No,71.32491421217006,3333.98,10.0,2,1,8.6,4.3,0
10383,37.0,Male,GA,Tier2,23.0,Two Year,Credit Card,no,Yes,No phone service,Fiber Optic,Yes,No,Yes,No,Yes,No,34.25,634.8,,2,2,7.1,4.7,0
10384,33.0,male,PA,Tier1,51.0,One Year,Bank Transfer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No internet,No,No internet,44.48,2113.49,11.1,3,0,6.0,3.1,0
10385,,Male,GA,Tier1,9.0,Month-to-Month,Mailed Check,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,161.221841291283,454.23,22.3,1,0,6.4,3.3,0
10386,50.0,female,GA,Tier2,12.0,Two Year,Bank Transfer,Yes,No,No,Fiber Optic,Yes,No,No internet,No,Yes,Yes,71.31,1007.31,57.3,1,0,7.6,3.3,0
10387,73.0,Female,GA,Tier1,56.0,One Year,Electronic Check,Yes,No,Yes,Fiber Optic,No,No internet,No internet,No,No,Yes,66.77,3724.61,3.6,3,1,8.5,2.7,0
10388,59.0,Female,MI,Tier1,33.0,Month-to-Month,Mailed Check,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No internet,27.42,761.75,17.7,2,0,9.1,4.5,0
10389,36.0,Male,OH,Tier2,72.0,One Year,Mailed Check,Yes,Yes,Yes,Fiber Optic,No,Yes,No internet,Yes,No internet,No,62.78,4668.33,12.3,2,3,,3.1,0
10390,31.0,Male,OH,Tier2,35.0,One Year,Electronic Check,Yes,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,41.92,1499.86,14.4,1,0,,2.5,1
10391,52.0,Male,MI,Tier1,14.0,Month-to-Month,Credit Card,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,65.59,883.61,840.7408701311327,2,0,9.9,5.0,0
10392,25.0,Other,FL,Tier2,18.0,Month-to-Month,Credit Card,No,Yes,No phone service,No,No,No,No,No,No internet,Yes,25.08,499.99,18.7,5,0,9.4,3.3,1
10393,72.0,female,NC,Tier2,55.0,Month-to-Month,Credit Card,Yes,Yes,Yes,Fiber Optic,No internet,No internet,No,No,No,Yes,36.33,5506.07384481687,42.1,4,1,9.0,3.4,0
10394,62.0,Female,TX,Tier1,19.0,Month-to-Month,Mailed Check,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet,24.61,395.85,2.5,3,1,9.7,2.9,0
10395,37.0,Male,NC,tier1,7.0,Month-to-Month,Electronic Check,Yes,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No internet,31.87,168.42,268.4,4,0,8.6,2.4,0
10396,19.0,F,MI,Tier1,13.0,Month-to-Month,Credit Card,No,Yes,Yes,DSL,No,No,No,Yes,No internet,Yes,50.84,537.23,82.5,4,0,7.2,2.0,1
10397,65.0,Male,NY,Tier3,17.0,Month-to-Month,Electronic Check,No,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,29.73,458.44,1.9,1,0,4.8,4.4,0
10398,43.0,Male,TX,Tier1,2.0,Month-to-Month,Credit Card,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No internet,No internet,34.77,162.57,176.0,4,2,5.4,2.9,1
10399,63.0,Female,FL,Tier3,32.0,Two Year,Bank Transfer,Yes,Yes,No phone service,No,No,No internet,No,No internet,Yes,No,29.13,1022.46,194.8,3,2,6.2,1.4,0
10400,21.0,F,IL,Tier1,2.0,Month-to-Month,Electronic Check,No,Yes,No,Fiber Optic,No,Yes,Yes,No internet,No internet,Yes,39.54,61.49,9.4,4,1,8.6,2.7,1
10401,36.0,Male,TX,Tier3,12.0,Month-to-Month,Credit Card,Yes,Yes,No phone service,DSL,Yes,No,No internet,No,No,Yes,22.62,254.95,27.3,4,1,10.0,3.2,0
10402,45.0,Male,CA,Tier2,39.0,Month-to-Month,Mailed Check,no,Yes,No,DSL,No internet,Yes,No internet,No,No internet,No,32.72,1172.73,23.0,1,2,9.8,2.8,1
10403,45.0,F,MI,Tier3,15.0,Two Year,Bank Transfer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No internet,64.08,1000.8,2.5,4,1,,4.0,0
10404,38.0,Male,IL,Tier2,44.0,Month-to-Month,Credit Card,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,46.82,1921.75,93.7,2,0,6.7,3.1,0
10405,54.0,Male,NC,Tier1,10.0,Month-to-Month,Electronic Check,No,Yes,No phone service,No,No internet,Yes,No,No,Yes,Yes,53.28,615.98,1.2,1,0,4.3,4.4,0
10406,28.0,Female,IL,Tier3,72.0,Month-to-Month,Credit Card,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,Yes,60.81586498289648,2983.79,31.0,0,1,10.0,4.4,1
10407,42.0,M,MI,Tier1,5.0,annual,Bank Transfer,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,22.49,85.93,211.0,1,0,4.1,2.5,1
10408,46.0,Female,NC,tier1,1.0,One Year,Bank Transfer,Yes,No,No,Fiber Optic,No internet,No internet,Yes,No internet,Yes,No internet,52.59,96.14,1.6,3,2,6.7,2.8,0
10409,52.0,Other,MI,Tier1,,Month-to-Month,Electronic Check,No,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,67.75,3285.63,12.9,4,1,9.8,4.6,0
10410,55.0,Female,PA,Tier2,33.0,Month-to-Month,Bank Transfer,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,40.27,1347.78,111.0,1,0,7.8,3.8,0
10411,28.0,Male,NY,Tier3,6.0,Month-to-Month,Electronic Check,Yes,Yes,No,DSL,No internet,No internet,No,Yes,No,No,35.84,236.53,36.7,2,1,8.1,4.2,0
10412,21.0,Other,FL,Tier2,72.0,Month-to-Month,Electronic Check,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,44.12,3293.3,70.1,2,0,,4.2,1
10413,64.0,Female,FL,Tier1,16.0,Two Year,Credit Card,No,Yes,Yes,DSL,No,No internet,No internet,No,Yes,Yes,55.35,934.54,7.2,2,1,3.5,2.8,0
10414,49.0,Male,CA,Tier3,72.0,One Year,Electronic Check,Yes,Yes,No,DSL,Yes,No,No,Yes,Yes,No,41.305437611744686,3030.94,4.9,3,2,7.9,5.0,0
10415,33.0,Female,NY,Tier3,16.0,One Year,Electronic Check,Yes,Yes,No,No,No,No,Yes,No,Yes,No,35.41,605.87,14.9,3,2,8.2,4.5,0
10416,68.0,Male,NY,tier1,15.0,Month-to-Month,Bank Transfer,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,29.56,,29.9,2,1,5.9,3.1,0
10417,46.0,Male,CA,Tier2,,One Year,Credit Card,No,Yes,Yes,No,No,Yes,No,No,Yes,No internet,25.67,410.86,49.4,4,0,8.5,4.5,1
10418,62.0,Male,NC,Tier2,9.0,Month-to-Month,Bank Transfer,No,Yes,No phone service,No,Yes,Yes,No,No internet,No,No,39.46,389.63,39.1,0,2,6.1,3.4,0
10419,46.0,Female,CA,Tier2,18.0,Month-to-Month,Bank Transfer,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No internet,38.57,658.14,87.2,1,0,9.7,3.6,0
10420,75.0,female,NC,Tier1,14.0,One Year,Bank Transfer,No,Yes,Yes,No,No internet,No internet,No,No,No,No,27.17,239.62,23.9,4,3,6.9,2.9,0
10421,71.0,Female,CA,Tier3,1.0,Month-to-Month,Electronic Check,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No internet,No,No,54.04,,4.2,2,1,8.1,2.6,1
10422,41.0,Other,TX,Tier2,,One Year,Electronic Check,Yes,Yes,Yes,Fiber Optic,Yes,No internet,Yes,No internet,No,No internet,36.91,205.41,2.6,1,0,7.6,4.3,0
10423,59.0,Male,TX,Tier2,5.0,Two Year,Credit Card,No,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,40.81,5214.5926974512195,62.6,0,1,,2.8,0
10424,54.0,Male,PA,Tier2,48.0,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,Yes,No,Yes,24.03,1146.93,90.8,0,1,7.2,2.7,0
10425,65.0,Male,OH,Tier3,21.0,Two Year,Bank Transfer,No,Yes,Yes,No,No,No,No,No,Yes,No,40.16,762.11,386.5,2,1,8.4,3.2,0
10426,30.0,Male,CA,tier1,34.0,Month-to-Month,Credit Card,No,Yes,No,Cable,No internet,No internet,No internet,No internet,Yes,Yes,34.36,7102.7562414630565,761.5,1,3,8.4,2.4,0
10427,55.0,Male,NY,Tier3,,Month-to-Month,Electronic Check,Yes,Yes,No phone service,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,66.85,4781.14,86.4,2,0,4.6,3.6,1
10428,60.0,female,TX,Tier2,24.0,One Year,Credit Card,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,57.26,1282.36,34.8,4,0,,3.0,0
10429,18.0,M,GA,Tier3,72.0,One Year,Mailed Check,No,No,Yes,Cable,No,No,Yes,No,Yes,No,26.24,2035.99,10.7,1,0,6.1,4.5,0
10430,27.0,Other,NC,Tier2,8.0,Month-to-Month,Electronic Check,Yes,No,No,Cable,No,No internet,Yes,No,Yes,Yes,29.76,219.46,5.4,3,2,6.7,4.5,0
10431,,Male,TX,Tier1,,Two Year,Electronic Check,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,44.44,98.58,22.2,1,0,6.5,3.5,1
10432,40.0,M,TX,Tier1,12.0,monthly,Bank Transfer,Yes,Yes,No,Fiber Optic,No,No,No internet,No,Yes,No,52.4,462.58,17.2,3,0,6.2,2.7,0
10433,55.0,Male,MI,Tier1,15.0,Month-to-Month,Electronic Check,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,33.3,508.25,350.0,2,0,9.8,3.3,0
10434,,Male,NC,Tier2,54.0,Two Year,Electronic Check,No,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,42.71,2358.15,,1,1,,3.1,0
10435,46.0,M,FL,Tier3,19.0,One Year,Electronic Check,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,29.04,486.6,,4,1,1.5,5.0,0
10436,69.0,Female,IL,Tier2,8.0,Two Year,Credit Card,No,Yes,Yes,DSL,No,No,No,No internet,Yes,No,33.07,278.59,5.4,2,1,5.9,3.2,0
10437,24.0,Male,NC,Tier2,32.0,Month-to-Month,Credit Card,No,Yes,Yes,Fiber Optic,No,No,No,No internet,No,Yes,47.76,1419.18,44.8,3,0,,3.7,0
10438,19.0,Female,PA,tier1,16.0,Two Year,Credit Card,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No internet,No internet,Yes,69.36,1086.83,24.7,0,1,5.4,4.1,0
10439,44.0,Male,MI,Tier3,4.0,Month-to-Month,Mailed Check,Yes,Yes,No,Fiber Optic,No,No,No,No internet,No,No internet,112.15857120774646,3992.170304751836,10.2,3,4,5.1,5.0,0
10440,50.0,male,NC,Tier3,20.0,Two Year,Bank Transfer,No,No,Yes,DSL,No,No,Yes,Yes,No,No,43.79,,7.2,0,1,8.4,3.1,0
10441,44.0,Female,NC,Tier1,58.0,One Year,Mailed Check,No,Yes,No,DSL,Yes,No internet,No internet,No internet,No,No,36.79,2069.39,45.8,1,0,7.2,2.0,1
10442,18.0,Other,OH,Tier1,44.0,Month-to-Month,Credit Card,Yes,Yes,Yes,No,No,No,No internet,Yes,Yes,Yes,36.96,1760.46,10.9,3,0,10.0,3.6,0
10443,43.0,Male,MI,Tier1,21.0,Month-to-Month,Electronic Check,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No internet,No,45.71,979.69,12.4,3,1,5.4,4.6,0
10444,,Female,NC,Tier1,11.0,Two Year,Mailed Check,Yes,Yes,No,DSL,No,Yes,No,No,Yes,No,33.47,317.86,9.7,4,1,,3.9,0
10445,55.0,Female,IL,Tier1,2.0,One Year,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,52.9,19.24,1000.0,3,0,8.1,3.0,0
10446,50.0,Female,IL,Tier2,15.0,Month-to-Month,Bank Transfer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No internet,No,36.03,425.56,25.5,1,0,6.4,3.2,0
10447,30.0,Male,GA,Tier1,33.0,Month-to-Month,Electronic Check,No,Yes,Yes,No,No,No,No,No,Yes,No,47.62,1614.14,5.8,0,0,4.9,2.6,1
10448,37.0,male,MI,Tier1,10.0,Two Year,Bank Transfer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,49.61,572.8,0.4,1,1,6.8,3.3,0
10449,,M,FL,Tier1,6.0,Month-to-Month,Mailed Check,yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,65.6,393.61,,2,1,8.1,2.6,0
10450,44.0,F,NC,Tier2,64.0,Month-to-Month,Credit Card,No,Yes,No phone service,Fiber Optic,Yes,No internet,No internet,No,No,Yes,51.89,3301.12,12.9,2,0,5.7,3.9,0
10451,59.0,female,OH,Tier2,41.0,Two Year,Electronic Check,Yes,Yes,No,No,Yes,No,No,No,No internet,Yes,27.42,1183.05,255.3,0,1,6.5,4.0,0
10452,30.0,female,OH,Tier2,24.0,Month-to-Month,Electronic Check,Yes,Yes,No,DSL,No,No,No,No,No,No internet,49.79,1053.16,620.4,2,0,6.7,3.6,0
10453,52.0,Female,NY,Tier1,3.0,Month-to-Month,Credit Card,No,Yes,No,Fiber Optic,No internet,No,No,No,Yes,Yes,52.59,165.36,14.0,6,2,5.4,4.4,0
10454,37.0,female,FL,Tier2,3.0,Month-to-Month,Electronic Check,No,Yes,No,Cable,Yes,No internet,Yes,Yes,No,No,27.52,84.28,34.7,2,0,9.6,4.7,0
10455,,Male,OH,Tier1,2.0,Two Year,Bank Transfer,yes,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No internet,38.84,119.14,15.7,1,0,7.3,4.9,0
10456,43.0,Female,IL,Tier1,22.0,Month-to-Month,Credit Card,Yes,No,Yes,Fiber Optic,No internet,No,No internet,No internet,No,No internet,30.73,723.95,39.8,3,2,6.6,3.6,1
10457,29.0,Male,NY,Tier3,2.0,One Year,Electronic Check,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,26.66,12.52,,4,1,8.6,3.0,0
10458,36.0,Female,CA,tier2,44.0,Two Year,Credit Card,No,Yes,No,Fiber Optic,No,No internet,Yes,No,No,No,43.57,2102.52,8.7,1,3,7.3,1.3,0
10459,27.0,Male,OH,Tier2,72.0,Month-to-Month,Credit Card,Yes,Yes,No,DSL,No internet,No,Yes,Yes,No internet,No,48.56,3387.86,7.5,2,1,9.4,3.0,0
10460,,Other,PA,tier1,10.0,Two Year,Electronic Check,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet,23.69,189.25,58.3,2,1,5.2,2.2,0
10461,45.0,Male,MI,Tier2,14.0,Month-to-Month,Bank Transfer,Yes,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,70.62,1074.48,141.8,3,1,8.2,3.5,0
10462,34.0,Male,OH,Tier1,29.0,One Year,Bank Transfer,No,Yes,Yes,Cable,No,Yes,No,Yes,Yes,No,48.29,1336.92,10.2,2,0,7.0,4.3,0
10463,48.0,Female,TX,tier2,66.0,Month-to-Month,Electronic Check,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,44.19,,,2,0,9.7,4.2,0
10464,43.0,Male,FL,Tier1,53.0,One Year,Electronic Check,No,Yes,Yes,DSL,No,No,No,Yes,No,No,41.3,2135.65,25.4,4,0,8.9,4.3,1
10465,41.0,Male,TX,Tier3,1.0,Month-to-Month,Bank Transfer,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No,37.76,0.0,11.3,2,4,7.6,2.0,1
10466,54.0,Male,GA,Tier1,4.0,Month-to-Month,Electronic Check,No,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,35.46,,55.6,1,0,7.6,2.0,0
10467,56.0,Female,OH,Tier2,33.0,Two Year,Electronic Check,Yes,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,52.18,1798.02,151.7,1,1,6.8,4.8,0
10468,37.0,Female,CA,Tier2,28.0,Month-to-Month,Credit Card,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,39.73,1190.74,5.8,2,0,9.3,1.5,0
10469,36.0,female,TX,Tier2,3.0,Two Year,Electronic Check,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,27.79,161.32,12.4,4,2,5.9,4.2,0
10470,40.0,male,TX,Tier1,,Month-to-Month,Electronic Check,No,Yes,Yes,DSL,Yes,No internet,No,No,Yes,Yes,52.94,804.11,181.3,4,2,6.9,3.3,0
10471,18.0,Female,FL,Tier2,36.0,Month-to-Month,Mailed Check,No,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No internet,47.32,1736.74,18.8,1,1,8.3,3.2,0
10472,22.0,Male,NY,Tier2,5.0,Two Year,Electronic Check,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,46.58,,6.1,0,0,5.5,3.7,0
10473,65.0,Male,CA,tier2,49.0,Month-to-Month,Mailed Check,Yes,Yes,Yes,DSL,No,No,No,No internet,No,Yes,37.82,1882.2,,2,0,5.0,5.0,1
10474,69.0,male,TX,Tier3,1.0,Two Year,Electronic Check,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,40.21,0.0,20.3,0,1,8.8,2.7,0
10475,41.0,Male,NC,Tier2,36.0,One Year,Bank Transfer,Yes,Yes,No,DSL,No,No,Yes,No,No,No,41.37,1403.92,97.8,2,0,4.1,3.1,0
10476,53.0,Male,CA,Tier1,22.0,Month-to-Month,Credit Card,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No internet,No internet,35.63,,18.8,1,0,8.9,4.6,0
10477,49.0,female,NC,Tier3,9.0,One Year,Electronic Check,No,Yes,No,DSL,No,No,No,No,No,Yes,49.95,581.64,19.8,0,1,6.3,2.6,0
10478,85.0,Female,OH,Tier1,30.0,Month-to-Month,Bank Transfer,Yes,No,No,DSL,No,Yes,No,No,Yes,No,35.89,1116.13,18.6,1,1,,4.3,0
10479,61.0,Male,TX,Tier1,,Month-to-Month,Bank Transfer,No,Yes,No,DSL,No,Yes,Yes,Yes,No internet,Yes,45.38,1476.28,25.8,1,1,9.7,3.5,0
10480,43.0,Male,TX,Tier2,65.0,One Year,Electronic Check,No,Yes,No,DSL,No internet,No,No,No,No internet,No,29.78,2065.99,195.4,2,0,3.4,1.3,0
10481,30.0,F,IL,Tier3,11.0,Month-to-Month,Bank Transfer,No,Yes,No,DSL,No,No,No,Yes,Yes,No,45.18,553.65,59.6,2,3,,3.6,0
10482,20.0,female,IL,Tier1,27.0,Month-to-Month,Credit Card,No,Yes,No,DSL,No,Yes,No,No,No internet,No,21.31,592.81,4.2,6,1,,3.6,0
10483,48.0,male,FL,Tier1,22.0,Two Year,Bank Transfer,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No internet,52.67,1310.47,30.6,2,4,10.0,3.7,0
10484,33.0,Female,MI,Tier2,17.0,Two Year,Bank Transfer,No,Yes,No,Fiber Optic,Yes,Yes,No internet,Yes,Yes,No internet,61.05,1014.95,33.7,3,1,,4.2,0
10485,23.0,Female,MI,Tier1,53.0,One Year,Electronic Check,Yes,Yes,Yes,Fiber Optic,No,No,No internet,No,Yes,No internet,55.92,3099.95,35.3,0,2,10.0,4.1,0
10486,35.0,Other,NY,Tier2,1.0,One Year,Electronic Check,Yes,Yes,Yes,No,Yes,Yes,No internet,No,Yes,No,32.69,0.0,2.2,0,1,9.3,3.5,1
10487,28.0,Other,FL,Tier2,7.0,One Year,Credit Card,No,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,58.86,338.72,25.0,3,1,5.3,4.6,0
10488,70.0,Male,MI,Tier2,18.0,One Year,Mailed Check,No,Yes,No phone service,Fiber Optic,Yes,No internet,No,No internet,No,Yes,60.24,6744.2584285210705,8.6,4,2,5.1,3.1,0
10489,58.0,female,FL,Tier1,4.0,Month-to-Month,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,Yes,Yes,No internet,Yes,47.03,355.94,2.1,3,0,7.5,3.8,0
10490,44.0,Male,TX,Tier1,57.0,annual,Credit Card,Yes,Yes,No,Fiber Optic,No,No,No,No,Yes,No,36.29,1946.75,123.2,3,1,8.1,2.6,0
10491,67.0,Male,IL,Tier3,25.0,Month-to-Month,Electronic Check,Yes,Yes,Yes,No,Yes,No,No,No,No,No,25.27,589.94,13.2,3,1,9.1,1.4,1
10492,46.0,Female,IL,Tier3,15.0,One Year,Bank Transfer,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,38.11,588.27,13.5,0,0,9.0,2.7,0
10493,32.0,Female,IL,Tier1,40.0,Two Year,Credit Card,No,Yes,Yes,DSL,Yes,No,No,No,No,Yes,47.85,1820.06,75.4,2,0,7.4,3.6,0
10494,67.0,F,MI,Tier1,14.0,One Year,Bank Transfer,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,41.43,553.69,93.3,2,2,6.0,1.9,0
10495,53.0,Male,CA,Tier1,19.0,Two Year,Mailed Check,Yes,Yes,Yes,No,No internet,No internet,No,No,No,Yes,38.29,885.76,13.8,1,2,8.8,2.6,0
10496,,Female,PA,Tier2,1.0,Month-to-Month,Electronic Check,Yes,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,33.97,0.0,21.0,4,0,9.3,5.0,1
10497,42.0,F,TX,Tier3,,Month-to-Month,Electronic Check,No,Yes,No phone service,No,Yes,No internet,No internet,No,No internet,No,27.18,247.76,4.4,2,0,7.3,3.2,0
10498,,M,OH,Tier2,3.0,Two Year,Mailed Check,No,Yes,No,Fiber Optic,Yes,No,No,No,No internet,No internet,55.86514231358323,112.05,4.9,1,0,6.6,4.0,0
10499,,Male,FL,Tier3,28.0,Month-to-Month,Electronic Check,No,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,35.43,1038.58,,1,0,6.0,2.6,0
10500,58.0,Female,IL,Tier3,15.0,One Year,Bank Transfer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No internet,Yes,Yes,30.57,,21.5,2,0,4.0,2.1,0
10501,73.0,Female,IL,tier1,8.0,Month-to-Month,Bank Transfer,No,Yes,No phone service,Fiber Optic,Yes,Yes,Yes,No,No internet,Yes,56.33,432.81,,0,5,,2.5,0
10502,24.0,Male,IL,Tier1,15.0,Two Year,Bank Transfer,Yes,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,52.71,761.67,15.7,2,1,9.9,4.6,0
10503,53.0,Other,TX,Tier1,5.0,One Year,Electronic Check,No,Yes,No,Fiber Optic,No,No,No,No,No,Yes,69.49,377.81,37.7,4,4,7.1,3.2,0
10504,35.0,F,IL,Tier1,62.0,Month-to-Month,Electronic Check,Yes,Yes,No phone service,Fiber Optic,No,No,Yes,No,Yes,No,60.04,3604.86,1.5,6,0,5.8,3.6,1
10505,37.0,Male,NY,Tier3,1.0,One Year,Bank Transfer,Yes,Yes,No phone service,DSL,No internet,No,No,Yes,No internet,No,27.39,154.53,73.0,2,1,6.9,2.8,0
10506,36.0,Male,FL,Tier3,,One Year,Electronic Check,Yes,Yes,Yes,Fiber Optic,Yes,No internet,No,Yes,No,No,53.61,2599.08,19.2,5,0,6.3,4.2,0
10507,32.0,Male,TX,Tier2,17.0,Month-to-Month,Bank Transfer,Yes,Yes,Yes,Fiber Optic,No,No internet,No,No,No,No,26.47,556.7,9.9,1,2,7.9,4.9,0
10508,45.0,M,FL,Tier1,23.0,One Year,Credit Card,Yes,Yes,No,No,No,No,No,No internet,Yes,No,54.54,1197.29,51.6,3,0,6.3,5.0,0
10509,,Male,NC,Tier1,8.0,One Year,Credit Card,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No internet,38.43,185.42,89.2,0,3,6.9,4.2,0
10510,49.0,Female,GA,Tier1,72.0,Month-to-Month,Electronic Check,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,33.03,2282.71,10.9,0,1,2.9,2.5,1
10511,44.0,Female,NY,Tier2,7.0,Two Year,Mailed Check,Yes,Yes,No,DSL,No,No,Yes,No,Yes,Yes,41.95,,3.3,3,1,5.0,1.6,0
10512,41.0,Female,CA,Tier1,21.0,Month-to-Month,Credit Card,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,57.86,1170.98,244.3,2,0,7.6,4.8,0
